name,version,license,repo
rsyslog-relp,8.2102.0-15.el8.x86_64,"(GPLv3+ and ASL 2.0)",@appstream
ruby,3.0.4-141.module_el8.6.0+1204+755ae676.x86_64,"(Ruby or BSD) and Public Domain and MIT and CC0 and zlib and UCD",@appstream
ruby-default-gems,3.0.4-141.module_el8.6.0+1204+755ae676.noarch,"(Ruby or BSD) and Public Domain and MIT and CC0 and zlib and UCD",@appstream
ruby-libs,3.0.4-141.module_el8.6.0+1204+755ae676.x86_64,"Ruby or BSD",@appstream
rubygem-bigdecimal,3.0.0-141.module_el8.6.0+1204+755ae676.x86_64,"Ruby or BSD",@appstream
rubygem-bundler,2.2.33-141.module_el8.6.0+1204+755ae676.noarch,"MIT",@appstream
rubygem-io-console,0.5.7-141.module_el8.6.0+1204+755ae676.x86_64,"(Ruby or BSD) and Public Domain and MIT and CC0 and zlib and UCD",@appstream
rubygem-irb,1.3.5-141.module_el8.6.0+1204+755ae676.noarch,"(Ruby or BSD) and Public Domain and MIT and CC0 and zlib and UCD",@appstream
rubygem-json,2.5.1-141.module_el8.6.0+1204+755ae676.x86_64,"(Ruby or GPLv2) and UCD",@appstream
rubygem-psych,3.3.2-141.module_el8.6.0+1204+755ae676.x86_64,"MIT",@appstream
rubygem-rake,13.0.3-141.module_el8.6.0+1204+755ae676.noarch,"MIT",@appstream
rubygem-rdoc,6.3.3-141.module_el8.6.0+1204+755ae676.noarch,"GPLv2 and Ruby and MIT and OFL",@appstream
rubygems,3.2.33-141.module_el8.6.0+1204+755ae676.noarch,"Ruby or MIT",@appstream
runc,1.1.9-1.module_el8+643+8db347f4.x86_64,"ASL 2.0",@appstream
samba-client-libs,4.18.6-1.el8.x86_64,"GPL-3.0-or-later AND LGPL-3.0-or-later",@baseos
samba-common,4.18.6-1.el8.noarch,"GPL-3.0-or-later AND LGPL-3.0-or-later",@baseos
samba-common-libs,4.18.6-1.el8.x86_64,"GPL-3.0-or-later AND LGPL-3.0-or-later",@baseos
samba-common-tools,4.18.6-1.el8.x86_64,"GPL-3.0-or-later AND LGPL-3.0-or-later",@baseos
samba-ldb-ldap-modules,4.18.6-1.el8.x86_64,"GPL-3.0-or-later AND LGPL-3.0-or-later",@baseos
samba-libs,4.18.6-1.el8.x86_64,"GPL-3.0-or-later AND LGPL-3.0-or-later",@baseos
scap-security-guide,0.1.69-2.el8.noarch,"BSD-3-Clause",@appstream
sed,4.5-5.el8.x86_64,"GPLv3+",@anaconda
selinux-policy,3.14.3-128.el8.noarch,"GPLv2+",@baseos
selinux-policy-targeted,3.14.3-128.el8.noarch,"GPLv2+",@baseos
setroubleshoot-plugins,3.3.14-1.el8.noarch,"GPLv2+",@appstream
setroubleshoot-server,3.3.26-5.el8.x86_64,"GPLv2+",@appstream
setup,2.12.2-9.el8.noarch,"Public Domain",@anaconda
sg3_utils,1.44-6.el8.x86_64,"GPLv2+ and BSD",@anaconda
sg3_utils-libs,1.44-6.el8.x86_64,"GPLv2+ and BSD",@anaconda
shadow-utils,4.6-19.el8.x86_64,"BSD and GPLv2+",@baseos
shadow-utils-subid,4.6-19.el8.x86_64,"BSD and GPLv2+",@baseos
shared-mime-info,1.9-3.el8.x86_64,"GPLv2+",@anaconda
slang,2.3.2-3.el8.x86_64,"GPLv2+",@anaconda
slirp4netns,1.2.1-1.module_el8+661+d1afb926.x86_64,"GPLv2",@appstream
smem,1.5-6.el8.noarch,"GPLv2+",@epel
snappy,1.1.8-3.el8.x86_64,"BSD",@anaconda
socat,1.7.4.1-1.el8.x86_64,"GPLv2",@appstream
sos,4.6.0-2.el8.noarch,"GPL-2.0-or-later",@baseos
sqlite-libs,3.26.0-18.el8.x86_64,"Public Domain",@baseos
squashfs-tools,4.3-20.el8.x86_64,"GPLv2+",@anaconda
sscg,3.0.0-7.el8.x86_64,"GPLv3+ with exceptions",@appstream
sshpass,1.09-4.el8.x86_64,"GPLv2",@appstream
sssd,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-ad,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-client,2.9.1-2.el8.x86_64,"LGPLv3+",@baseos
sssd-common,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-common-pac,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-dbus,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-idp,2.9.1-2.el8.x86_64,"GPLv3+",@appstream
sssd-ipa,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-kcm,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-krb5,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-krb5-common,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-ldap,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-nfs-idmap,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-proxy,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sssd-tools,2.9.1-2.el8.x86_64,"GPLv3+",@baseos
sudo,1.8.29-10.el8.x86_64,"ISC",@anaconda
symlinks,1.4-19.el8.x86_64,"Copyright only",@anaconda
systemd,239-78.el8.x86_64,"LGPLv2+ and MIT and GPLv2+",@baseos
systemd-libs,239-78.el8.x86_64,"LGPLv2+ and MIT",@baseos
systemd-pam,239-78.el8.x86_64,"LGPLv2+ and MIT and GPLv2+",@baseos
systemd-udev,239-78.el8.x86_64,"LGPLv2+",@baseos
tar,1.30-9.el8.x86_64,"GPLv3+",@anaconda
teamd,1.31-4.el8.x86_64,"LGPLv2+",@anaconda
timedatex,0.5-3.el8.x86_64,"GPLv2+",@anaconda
tpm2-tss,2.3.2-5.el8.x86_64,"BSD",@baseos
tracer-common,0.7.5-2.el8.noarch,"GPLv2+",@appstream
tree,1.7.0-15.el8.x86_64,"GPLv2+",@anaconda
trousers,0.3.15-1.el8.x86_64,"BSD",@anaconda
trousers-lib,0.3.15-1.el8.x86_64,"BSD",@anaconda
ttmkfdir,3.0.9-54.el8.x86_64,"LGPLv2+",@appstream
tuned,2.21.0-1.el8.noarch,"GPLv2+",@baseos
tzdata,2023c-1.el8.noarch,"Public Domain",@baseos
tzdata-java,2023c-1.el8.noarch,"Public Domain",@appstream
unbound-libs,1.16.2-5.el8.x86_64,"BSD",@appstream
unzip,6.0-46.el8.x86_64,"BSD",@anaconda
util-linux,2.32.1-43.el8.x86_64,"GPLv2 and GPLv2+ and LGPLv2+ and BSD with advertising and Public Domain",@baseos
util-linux-user,2.32.1-43.el8.x86_64,"GPLv2",@baseos
vim-common,8.0.1763-19.el8.4.x86_64,"Vim and MIT",@appstream
vim-enhanced,8.0.1763-19.el8.4.x86_64,"Vim and MIT",@appstream
vim-filesystem,8.0.1763-19.el8.4.noarch,"Vim and MIT",@appstream
vim-minimal,8.0.1763-19.el8.4.x86_64,"Vim and MIT",@anaconda
virt-what,1.25-4.el8.x86_64,"GPLv2+",@baseos
wget,1.19.5-11.el8.x86_64,"GPLv3+",@appstream
which,2.21-20.el8.x86_64,"GPLv3",@baseos
wmi,1.3.14-2.el8.x86_64,"GPL",@manageiq-16-petrosian
xfsprogs,5.0.0-12.el8.x86_64,"GPL+ and LGPLv2+",@baseos
xkeyboard-config,2.28-1.el8.noarch,"MIT",@appstream
xml-common,0.6.3-50.el8.noarch,"GPL+",@anaconda
xmlrpc-c,1.51.0-8.el8.x86_64,"BSD and MIT",@anaconda
xmlrpc-c-client,1.51.0-8.el8.x86_64,"BSD and MIT",@anaconda
xmlsec1,1.2.25-4.el8.x86_64,"MIT",@appstream
xmlsec1-openssl,1.2.25-4.el8.x86_64,"MIT",@appstream
xorg-x11-font-utils,7.5-41.el8.x86_64,"MIT",@appstream
xorg-x11-fonts-Type1,7.5-19.el8.noarch,"MIT and Lucida and Public Domain",@appstream
xz,5.2.4-4.el8.x86_64,"GPLv2+ and Public Domain",@anaconda
xz-libs,5.2.4-4.el8.x86_64,"Public Domain",@anaconda
yum,4.7.0-19.el8.noarch,"GPLv2+",@baseos
yum-utils,4.0.21-23.el8.noarch,"GPLv2+",@baseos
zlib,1.2.11-25.el8.x86_64,"zlib and Boost",@baseos
